Set Send Rates,Send Rates,Block Size,Min Latency,Avg Latency,Max Latency,Throughput,CPU Usage (%)
175.0,166.6,70.0,0.19,0.68,2.28,123.9,18.45
175.0,174.9,75.0,0.23,0.59,2.43,126.5,18.48
175.0,173.1,80.0,0.23,0.66,2.11,130.8,18.51
175.0,173.2,85.0,0.3,0.75,2.14,132.4,18.55
175.0,172.8,90.0,0.15,0.67,2.08,127.7,18.58
175.0,170.5,95.0,0.26,0.83,2.14,129.0,18.61
175.0,175.3,100.0,0.24,0.7,1.36,168.2,18.65
175.0,174.3,105.0,0.31,0.76,2.13,132.5,18.68
175.0,172.8,110.0,0.23,0.68,1.24,161.1,18.71
175.0,173.9,115.0,0.28,0.73,1.27,158.5,18.75
175.0,173.7,120.0,0.23,0.68,1.29,158.3,18.78
175.0,173.6,125.0,0.17,0.67,1.25,161.8,18.81
175.0,172.8,130.0,0.14,0.74,1.37,160.1,18.84
175.0,174.0,135.0,0.22,0.68,1.27,158.8,18.88
175.0,173.0,140.0,0.22,0.7,1.31,160.4,18.91
175.0,167.6,145.0,0.36,0.82,1.4,156.2,18.94
175.0,174.7,150.0,0.28,0.79,1.4,160.7,18.97
175.0,174.1,155.0,0.32,0.7,1.27,159.9,19.01
175.0,172.1,160.0,0.18,0.66,1.32,162.4,19.04
175.0,174.1,165.0,0.25,0.69,1.27,159.2,19.07
175.0,173.2,170.0,0.26,0.69,1.34,160.7,19.1
175.0,174.2,175.0,0.28,0.7,1.36,160.7,19.13
175.0,174.5,180.0,0.24,0.63,1.24,160.2,19.16
175.0,171.8,185.0,0.14,0.74,1.44,159.5,19.19
175.0,173.3,190.0,0.16,0.76,1.34,161.9,19.22
175.0,172.9,195.0,0.23,0.65,1.17,160.9,19.25
175.0,174.3,200.0,0.35,0.81,1.44,156.3,19.28
175.0,174.7,205.0,0.27,0.69,1.42,159.3,19.31
175.0,174.5,210.0,0.2,0.71,1.31,160.0,19.34
175.0,173.2,215.0,0.23,0.73,1.41,160.9,19.37
175.0,172.3,220.0,0.23,0.81,1.63,159.7,19.4
175.0,173.6,225.0,0.24,0.63,1.11,159.7,19.43
175.0,173.3,230.0,0.29,0.7,1.27,159.6,19.46
175.0,173.2,235.0,0.17,0.65,1.21,162.9,19.49
175.0,172.4,240.0,0.29,0.91,1.5,157.9,19.52
175.0,173.3,245.0,0.28,0.66,1.29,161.0,19.55
175.0,174.2,250.0,0.23,0.69,1.28,160.2,19.58
175.0,172.4,255.0,0.22,0.67,1.26,160.2,19.61
175.0,172.4,260.0,0.24,0.63,1.16,160.1,19.64
175.0,174.5,265.0,0.25,0.77,1.43,158.2,19.67
175.0,170.7,270.0,0.26,0.73,1.36,158.3,19.7
175.0,173.0,275.0,0.23,0.63,1.17,160.4,19.72
175.0,175.1,280.0,0.22,0.66,1.15,158.9,19.75
175.0,173.8,285.0,0.28,0.66,1.21,160.0,19.78
175.0,172.9,290.0,0.26,0.7,1.26,159.1,19.81
175.0,174.6,295.0,0.15,0.66,1.39,159.3,19.84
175.0,171.6,300.0,0.17,0.73,1.37,158.7,19.87
175.0,174.4,305.0,0.25,0.67,1.28,160.3,19.89
175.0,174.7,310.0,0.21,0.69,1.29,161.9,19.92
175.0,174.2,315.0,0.3,0.71,1.28,160.4,19.95
175.0,174.0,320.0,0.31,0.74,1.36,157.4,19.98
175.0,174.8,325.0,0.33,0.76,1.45,152.4,20.0
175.0,174.7,330.0,0.28,0.72,1.47,158.1,20.03
175.0,173.4,335.0,0.24,0.69,1.21,159.8,20.06
175.0,173.6,340.0,0.26,0.71,1.21,159.0,20.09
175.0,174.7,345.0,0.3,0.74,1.47,158.5,20.11
175.0,173.3,350.0,0.16,0.68,1.39,162.8,20.14
175.0,174.0,355.0,0.2,0.67,1.23,163.0,20.17
175.0,169.8,360.0,0.34,0.92,1.91,155.8,20.2
175.0,174.2,365.0,0.28,0.68,1.28,159.5,20.23
175.0,173.7,370.0,0.34,0.75,1.42,159.5,20.26
175.0,171.2,375.0,0.18,0.73,1.47,160.8,20.28
175.0,175.4,380.0,0.26,0.69,1.29,158.4,20.31
175.0,173.3,385.0,0.21,0.67,1.37,162.0,20.34
175.0,175.4,390.0,0.17,0.69,1.38,162.4,20.37
175.0,173.7,395.0,0.26,0.65,1.29,158.9,20.39
175.0,172.9,400.0,0.15,0.67,1.34,162.6,20.42
180.0,149.5,10.0,0.12,1.04,1.89,130.3,18.0
180.0,141.6,15.0,0.13,0.9,2.27,109.6,18.05
180.0,159.3,20.0,0.13,0.73,1.47,147.5,18.09
180.0,156.7,25.0,0.08,0.56,1.27,154.7,18.13
180.0,159.3,30.0,0.15,0.5,2.34,120.5,18.17
180.0,163.2,35.0,0.12,0.43,2.18,123.0,18.2
180.0,158.9,40.0,0.16,0.5,0.93,155.0,18.24
180.0,168.0,45.0,0.17,0.52,2.14,124.5,18.28
180.0,172.2,50.0,0.17,0.47,0.92,167.4,18.31
180.0,170.1,55.0,0.2,0.52,2.27,124.6,18.35
180.0,173.6,60.0,0.23,0.57,2.33,128.6,18.38
180.0,171.8,65.0,0.16,0.5,2.1,128.9,18.41
180.0,166.2,70.0,0.16,0.64,2.06,125.2,18.45
180.0,177.2,75.0,0.21,0.62,2.32,130.4,18.48
180.0,173.6,80.0,0.25,0.72,2.16,130.2,18.51
180.0,173.4,85.0,0.28,0.79,2.13,131.2,18.55
180.0,180.3,90.0,0.23,0.77,2.37,130.0,18.58
180.0,175.4,95.0,0.29,0.73,2.52,130.9,18.61
180.0,175.3,100.0,0.14,0.63,1.3,171.0,18.65
180.0,176.8,105.0,0.31,0.76,2.12,132.7,18.68
180.0,170.2,110.0,0.2,0.86,1.7,161.8,18.71
180.0,172.3,115.0,0.2,0.78,1.62,162.2,18.75
180.0,179.5,120.0,0.29,0.67,1.16,159.7,18.78
180.0,173.8,125.0,0.2,0.69,1.32,162.4,18.81
180.0,176.0,130.0,0.24,0.7,1.39,159.6,18.85
180.0,174.3,135.0,0.22,0.73,1.31,161.2,18.88
180.0,179.1,140.0,0.28,0.66,1.29,160.4,18.91
180.0,175.3,145.0,0.3,0.7,1.27,160.2,18.94
180.0,175.2,150.0,0.26,0.75,1.38,160.1,18.98
180.0,173.2,155.0,0.25,0.86,1.7,162.0,19.01
180.0,174.0,160.0,0.22,0.72,1.26,158.9,19.04
180.0,175.3,165.0,0.21,0.7,1.36,162.9,19.07
180.0,179.2,170.0,0.25,0.67,1.21,160.1,19.1
180.0,172.5,175.0,0.22,0.73,1.45,161.1,19.13
180.0,176.9,180.0,0.28,0.75,1.34,162.1,19.16
180.0,172.0,185.0,0.21,0.8,1.58,162.5,19.19
180.0,177.9,190.0,0.3,0.79,1.44,153.2,19.22
180.0,179.2,195.0,0.25,0.76,1.37,158.3,19.25
180.0,171.5,200.0,0.25,0.79,1.45,158.9,19.28
180.0,174.6,205.0,0.24,0.76,1.33,160.7,19.31
180.0,174.6,210.0,0.34,0.74,1.36,161.0,19.34
180.0,177.6,215.0,0.23,0.73,1.26,159.5,19.37
180.0,175.3,220.0,0.31,0.81,1.39,159.4,19.4
180.0,178.7,225.0,0.17,0.62,1.13,162.3,19.43
180.0,178.7,230.0,0.29,0.71,1.33,159.9,19.46
180.0,176.3,235.0,0.24,0.67,1.3,160.6,19.49
180.0,173.7,240.0,0.19,0.79,1.42,159.3,19.52
180.0,176.0,245.0,0.29,0.68,1.28,159.9,19.55
180.0,176.1,250.0,0.28,0.87,1.65,157.1,19.58
180.0,176.2,255.0,0.17,0.73,1.27,157.5,19.61
180.0,178.4,260.0,0.21,0.67,1.25,160.7,19.64
180.0,178.7,265.0,0.29,0.69,1.19,159.9,19.67
180.0,173.5,270.0,0.36,0.8,1.41,158.3,19.7
180.0,176.4,275.0,0.29,0.75,1.38,157.7,19.73
180.0,178.8,280.0,0.27,0.66,1.16,160.3,19.75
180.0,179.6,285.0,0.23,0.67,1.22,158.6,19.78
180.0,179.2,290.0,0.29,0.68,1.38,160.7,19.81
180.0,179.3,295.0,0.28,0.68,1.25,160.5,19.84
180.0,174.9,300.0,0.25,0.74,1.38,161.5,19.87
180.0,178.9,305.0,0.26,0.71,1.19,159.6,19.89
180.0,172.4,310.0,0.21,0.78,1.46,159.2,19.92
180.0,177.5,315.0,0.18,0.68,1.22,162.2,19.95
180.0,178.0,320.0,0.33,0.73,1.24,160.1,19.98
180.0,177.2,325.0,0.29,0.73,1.23,159.4,20.01
180.0,179.7,330.0,0.28,0.65,1.09,160.3,20.03
180.0,175.4,335.0,0.15,0.69,1.37,160.1,20.06
180.0,177.3,340.0,0.23,0.78,1.46,160.4,20.09
180.0,173.2,345.0,0.19,0.75,1.3,160.7,20.12
180.0,174.3,350.0,0.18,0.65,1.21,161.7,20.14
180.0,176.1,355.0,0.25,0.65,1.19,159.1,20.17
180.0,172.5,360.0,0.29,0.72,1.25,159.2,20.2
180.0,177.8,365.0,0.37,0.81,1.43,155.0,20.23
180.0,173.3,370.0,0.38,0.83,1.35,158.8,20.26
180.0,179.2,375.0,0.28,0.69,1.15,159.4,20.29
180.0,172.1,380.0,0.2,0.69,1.34,161.8,20.31
180.0,176.4,385.0,0.21,0.72,1.23,157.3,20.34
180.0,168.8,390.0,0.31,0.79,1.47,155.5,20.37
180.0,173.5,395.0,0.24,0.78,1.3,161.8,20.4
180.0,174.6,400.0,0.21,0.76,1.49,159.9,20.42
185.0,137.8,10.0,0.17,1.22,2.16,121.5,18.0
185.0,145.6,15.0,0.15,1.06,2.16,111.6,18.05
185.0,148.9,20.0,0.13,0.62,1.1,140.9,18.09
185.0,157.4,25.0,0.12,0.48,0.94,154.5,18.13
185.0,160.8,30.0,0.16,0.47,2.17,120.0,18.17
185.0,159.4,35.0,0.15,0.62,2.18,119.6,18.2
185.0,168.9,40.0,0.13,0.4,0.68,165.4,18.24
185.0,161.4,45.0,0.21,0.59,2.19,120.1,18.28
185.0,165.8,50.0,0.19,0.54,1.14,158.5,18.31
185.0,174.1,55.0,0.18,0.47,2.21,127.2,18.35
185.0,170.0,60.0,0.23,0.61,2.26,128.2,18.38
185.0,167.4,65.0,0.19,0.71,2.07,126.2,18.42
185.0,175.1,70.0,0.19,0.67,2.31,127.5,18.45
185.0,167.3,75.0,0.18,0.69,2.31,125.4,18.48
185.0,175.2,80.0,0.21,0.62,2.09,131.4,18.52
185.0,177.7,85.0,0.25,0.66,2.13,133.3,18.55
185.0,172.3,90.0,0.21,0.71,2.25,126.3,18.58
185.0,178.6,95.0,0.27,0.7,2.16,133.6,18.62
185.0,173.7,100.0,0.15,0.74,1.4,169.2,18.65
185.0,173.8,105.0,0.29,0.81,2.17,130.2,18.68
185.0,169.6,110.0,0.18,0.92,1.72,158.8,18.72
185.0,178.3,115.0,0.34,0.77,1.37,159.3,18.75
185.0,176.5,120.0,0.23,0.74,1.33,158.1,18.78
185.0,177.7,125.0,0.22,0.69,1.42,161.7,18.82
185.0,176.6,130.0,0.22,0.74,1.3,160.7,18.85
185.0,175.2,135.0,0.26,0.68,1.27,159.3,18.88
185.0,172.8,140.0,0.16,0.79,1.32,161.0,18.91
185.0,175.4,145.0,0.2,0.68,1.14,160.3,18.95
185.0,168.6,150.0,0.41,0.79,1.42,155.9,18.98
185.0,175.9,155.0,0.25,0.71,1.23,157.8,19.01
185.0,180.2,160.0,0.22,0.73,1.26,158.9,19.04
185.0,176.7,165.0,0.19,0.73,1.32,161.5,19.07
185.0,178.1,170.0,0.36,0.78,1.31,158.2,19.1
185.0,176.5,175.0,0.35,0.77,1.26,159.3,19.13
185.0,168.9,180.0,0.37,0.86,1.38,155.5,19.16
185.0,177.4,185.0,0.29,0.76,1.35,159.2,19.19
185.0,175.8,190.0,0.23,0.72,1.42,162.5,19.23
185.0,182.3,195.0,0.34,0.82,1.48,152.6,19.26
185.0,181.6,200.0,0.31,0.73,1.36,160.5,19.29
185.0,178.6,205.0,0.18,0.71,1.35,162.2,19.32
185.0,179.0,210.0,0.2,0.67,1.24,163.3,19.35
185.0,181.3,215.0,0.3,0.78,1.43,154.0,19.38
185.0,178.3,220.0,0.22,0.7,1.24,158.9,19.41
185.0,183.0,225.0,0.26,0.65,1.15,159.2,19.44
185.0,176.9,230.0,0.15,0.73,1.48,158.6,19.47
185.0,182.5,235.0,0.26,0.69,1.28,160.6,19.49
185.0,175.0,240.0,0.39,0.82,1.35,157.0,19.53
185.0,182.8,245.0,0.31,0.68,1.2,160.3,19.55
185.0,172.8,250.0,0.28,0.83,1.45,158.5,19.58
185.0,179.9,255.0,0.28,0.67,1.32,159.7,19.61
185.0,176.1,260.0,0.15,0.76,1.59,160.9,19.64
185.0,176.1,265.0,0.21,0.74,1.46,162.5,19.67
185.0,165.0,270.0,0.21,0.97,1.84,159.6,19.7
185.0,168.8,275.0,0.16,0.75,1.55,158.6,19.73
185.0,170.1,280.0,0.39,1.05,1.81,154.9,19.76
185.0,177.0,285.0,0.2,0.69,1.3,161.0,19.78
185.0,174.5,290.0,0.26,0.92,1.74,161.8,19.81
185.0,174.5,295.0,0.22,0.76,1.59,158.5,19.84
185.0,174.6,300.0,0.29,0.73,1.38,159.6,19.87
185.0,172.3,305.0,0.26,0.85,1.71,160.8,19.9
185.0,179.1,310.0,0.18,0.76,1.43,162.8,19.92
185.0,172.9,315.0,0.18,0.71,1.31,161.1,19.95
185.0,175.4,320.0,0.32,0.74,1.32,158.3,19.98
185.0,177.2,325.0,0.16,0.7,1.23,162.0,20.01
185.0,174.8,330.0,0.28,0.74,1.25,155.8,20.03
185.0,173.3,335.0,0.22,0.81,1.79,161.0,20.06
185.0,180.5,340.0,0.28,0.7,1.47,159.4,20.09
185.0,170.3,345.0,0.34,0.9,1.73,159.9,20.12
185.0,176.6,350.0,0.21,0.75,1.46,156.4,20.15
185.0,172.9,355.0,0.22,0.82,1.56,160.8,20.17
185.0,174.2,360.0,0.2,0.79,1.56,162.0,20.2
185.0,172.9,365.0,0.32,0.87,1.6,158.6,20.23
185.0,175.1,370.0,0.25,0.68,1.13,160.2,20.26
185.0,175.6,375.0,0.19,0.7,1.2,160.6,20.29
185.0,173.9,380.0,0.22,0.68,1.18,162.1,20.31
185.0,178.0,385.0,0.22,0.67,1.22,162.8,20.34
185.0,173.5,390.0,0.25,0.75,1.45,160.0,20.37
185.0,169.6,395.0,0.32,0.92,1.77,158.0,20.4
185.0,174.4,400.0,0.38,0.81,1.51,158.4,20.43
190.0,143.0,10.0,0.14,1.31,2.44,122.1,18.01
190.0,140.7,15.0,0.14,0.42,2.17,109.4,18.05
190.0,155.4,20.0,0.16,0.69,1.45,144.6,18.09
190.0,158.8,25.0,0.13,0.38,0.72,155.3,18.13
190.0,154.8,30.0,0.09,0.46,2.18,116.9,18.17
190.0,165.3,35.0,0.14,0.5,2.22,124.1,18.21
190.0,173.0,40.0,0.16,0.38,0.66,167.1,18.24
190.0,165.0,45.0,0.18,0.5,2.18,122.1,18.28
190.0,165.8,50.0,0.15,0.57,1.03,161.9,18.32
190.0,169.5,55.0,0.16,0.54,2.21,125.7,18.35
190.0,174.0,60.0,0.19,0.64,2.22,130.7,18.38
190.0,170.7,65.0,0.18,0.59,2.27,127.9,18.42
190.0,170.2,70.0,0.19,0.75,2.12,127.8,18.45
190.0,167.6,75.0,0.24,0.75,2.33,125.7,18.49
190.0,150.0,80.0,0.23,0.75,2.13,116.6,18.52
190.0,174.8,85.0,0.27,0.72,2.25,133.1,18.55
190.0,171.6,90.0,0.19,0.75,2.19,127.6,18.59
190.0,173.9,95.0,0.36,0.87,2.47,128.7,18.62
190.0,179.9,100.0,0.32,0.7,1.23,169.7,18.65
190.0,178.8,105.0,0.35,0.87,2.15,134.6,18.68
190.0,175.9,110.0,0.21,0.67,1.12,161.9,18.72
190.0,171.7,115.0,0.18,0.81,1.59,161.5,18.75
190.0,177.7,120.0,0.26,0.73,1.16,154.6,18.78
190.0,176.1,125.0,0.32,0.81,1.63,156.0,18.82
190.0,175.3,130.0,0.17,0.69,1.26,161.9,18.85
190.0,181.9,135.0,0.26,0.71,1.2,158.9,18.88
190.0,162.5,140.0,0.2,0.85,1.6,157.2,18.92
190.0,174.3,145.0,0.21,0.76,1.42,161.7,18.95
190.0,178.9,150.0,0.16,0.7,1.32,159.8,18.98
190.0,172.4,155.0,0.19,0.78,1.43,162.0,19.01
190.0,177.3,160.0,0.35,0.82,1.47,156.4,19.04
190.0,181.0,165.0,0.18,0.71,1.35,157.6,19.07
190.0,178.1,170.0,0.15,0.8,1.72,162.5,19.1
190.0,172.4,175.0,0.28,0.98,1.89,157.5,19.13
190.0,174.6,180.0,0.18,0.83,1.68,160.6,19.17
190.0,173.3,185.0,0.24,0.7,1.39,161.8,19.2
190.0,173.8,190.0,0.27,0.77,1.73,158.5,19.23
190.0,173.9,195.0,0.19,0.85,1.53,161.7,19.26
190.0,175.9,200.0,0.19,0.73,1.44,159.4,19.29
190.0,181.2,205.0,0.26,0.73,1.43,162.1,19.32
190.0,180.2,210.0,0.26,0.73,1.25,160.8,19.35
190.0,177.3,215.0,0.35,0.79,1.45,157.2,19.38
190.0,183.3,220.0,0.28,0.67,1.32,161.2,19.41
190.0,179.1,225.0,0.17,0.71,1.17,161.0,19.44
190.0,176.9,230.0,0.31,0.89,1.59,159.4,19.47
190.0,177.3,235.0,0.16,0.73,1.25,157.0,19.5
190.0,171.5,240.0,0.23,0.91,1.63,162.4,19.53
190.0,183.5,245.0,0.23,0.71,1.19,159.8,19.56
190.0,176.8,250.0,0.34,0.85,1.49,159.7,19.59
190.0,178.5,255.0,0.39,0.79,1.32,159.5,19.61
190.0,179.1,260.0,0.34,0.8,1.6,158.7,19.64
190.0,175.7,265.0,0.2,0.73,1.23,159.6,19.67
190.0,173.9,270.0,0.33,0.82,1.72,161.9,19.7
190.0,177.3,275.0,0.29,0.76,1.41,159.8,19.73
190.0,179.5,280.0,0.17,0.71,1.33,160.6,19.76
190.0,178.6,285.0,0.35,0.81,1.37,154.8,19.79
190.0,173.3,290.0,0.16,0.83,1.78,162.2,19.81
190.0,180.1,295.0,0.23,0.71,1.39,158.6,19.84
190.0,172.5,300.0,0.21,0.78,1.42,153.7,19.87
190.0,177.2,305.0,0.27,0.8,1.6,160.0,19.9
190.0,176.2,310.0,0.23,0.74,1.24,158.5,19.93
190.0,177.6,315.0,0.24,0.95,1.95,160.2,19.95
190.0,174.4,320.0,0.24,0.73,1.31,159.1,19.98
190.0,177.5,325.0,0.23,0.78,1.45,160.0,20.01
190.0,170.3,330.0,0.26,0.83,1.54,161.3,20.04
190.0,176.1,335.0,0.21,0.72,1.26,162.6,20.06
190.0,172.4,340.0,0.39,0.85,1.5,159.3,20.09
190.0,172.3,345.0,0.2,0.82,1.51,160.7,20.12
190.0,170.9,350.0,0.25,0.77,1.49,161.0,20.15
190.0,179.5,355.0,0.25,0.69,1.18,162.8,20.18
190.0,169.0,360.0,0.21,0.83,1.69,161.2,20.2
190.0,170.5,365.0,0.31,0.75,1.47,158.3,20.23
190.0,175.7,370.0,0.34,0.77,1.31,158.0,20.26
190.0,170.2,375.0,0.23,0.91,1.71,157.7,20.29
190.0,172.3,380.0,0.2,0.76,1.53,163.7,20.32
190.0,172.7,385.0,0.17,0.77,1.37,160.8,20.34
190.0,172.3,390.0,0.28,0.8,1.36,157.8,20.37
190.0,175.7,395.0,0.21,0.71,1.22,162.4,20.4
190.0,174.1,400.0,0.17,0.73,1.53,161.6,20.43
195.0,143.5,10.0,0.14,1.57,2.64,119.5,18.01
195.0,148.5,15.0,0.17,1.04,2.3,114.4,18.05
195.0,155.5,20.0,0.17,0.59,1.08,150.5,18.09
195.0,157.1,25.0,0.15,0.44,0.8,152.6,18.13
195.0,158.4,30.0,0.12,0.44,2.11,119.8,18.17
195.0,160.6,35.0,0.13,0.61,2.21,121.7,18.21
195.0,159.8,40.0,0.26,0.69,1.19,152.7,18.25
195.0,166.2,45.0,0.22,0.57,2.18,122.9,18.28
195.0,171.1,50.0,0.16,0.53,0.98,166.5,18.32
195.0,165.9,55.0,0.17,0.63,2.19,122.6,18.35
195.0,175.7,60.0,0.28,0.75,2.59,125.9,18.39
195.0,169.5,65.0,0.16,0.6,2.11,126.9,18.42
195.0,171.3,70.0,0.2,0.78,2.27,127.6,18.45
195.0,175.0,75.0,0.2,0.65,2.07,130.3,18.49
195.0,174.2,80.0,0.28,0.73,2.35,130.3,18.52
195.0,176.2,85.0,0.26,0.85,2.15,132.7,18.55
195.0,170.2,90.0,0.17,0.76,2.05,127.0,18.59
195.0,179.5,95.0,0.29,0.77,2.14,134.4,18.62
195.0,176.0,100.0,0.14,0.71,1.32,171.6,18.65
195.0,182.9,105.0,0.32,0.78,2.13,136.7,18.69
195.0,169.0,110.0,0.33,0.85,1.45,157.6,18.72
195.0,169.6,115.0,0.26,0.81,1.59,162.4,18.75
195.0,169.8,120.0,0.16,0.81,1.58,161.3,18.79
195.0,169.5,125.0,0.22,0.81,1.66,160.9,18.82
195.0,172.3,130.0,0.19,0.75,1.47,160.4,18.85
195.0,180.1,135.0,0.35,0.78,1.46,154.0,18.88
195.0,172.2,140.0,0.21,0.78,1.53,159.2,18.92
195.0,172.9,145.0,0.2,0.75,1.6,161.9,18.95
195.0,176.2,150.0,0.18,0.7,1.41,162.4,18.98
195.0,174.2,155.0,0.18,0.76,1.32,162.2,19.01
195.0,176.9,160.0,0.2,0.75,1.27,156.7,19.04
195.0,180.4,165.0,0.19,0.68,1.27,159.9,19.07
195.0,175.5,170.0,0.25,0.91,1.72,159.7,19.11
195.0,172.0,175.0,0.27,0.84,1.51,159.2,19.14
195.0,175.3,180.0,0.21,0.73,1.44,161.9,19.17
195.0,172.0,185.0,0.18,0.78,1.56,161.4,19.2
195.0,177.7,190.0,0.39,0.81,1.47,154.4,19.23
195.0,176.2,195.0,0.18,0.79,1.47,160.6,19.26
195.0,179.2,200.0,0.36,0.83,1.5,160.2,19.29
195.0,178.5,205.0,0.18,0.69,1.18,160.4,19.32
195.0,180.7,210.0,0.18,0.72,1.29,156.9,19.35
195.0,173.7,215.0,0.35,0.84,1.66,157.0,19.38
195.0,171.9,220.0,0.15,0.82,1.69,162.6,19.41
195.0,172.9,225.0,0.2,0.73,1.22,161.3,19.44
195.0,169.3,230.0,0.19,0.85,1.7,161.6,19.47
195.0,170.4,235.0,0.34,0.84,1.63,156.1,19.5
195.0,179.6,240.0,0.31,0.76,1.41,159.1,19.53
195.0,176.5,245.0,0.16,0.79,1.72,162.8,19.56
195.0,176.3,250.0,0.21,0.75,1.4,157.7,19.59
195.0,181.4,255.0,0.31,0.74,1.33,155.8,19.62
195.0,177.6,260.0,0.21,0.72,1.41,158.8,19.64
195.0,177.0,265.0,0.27,0.82,1.62,159.5,19.67
195.0,173.0,270.0,0.4,0.84,1.57,159.5,19.7
195.0,170.8,275.0,0.26,0.87,1.49,159.6,19.73
195.0,172.3,280.0,0.31,0.87,1.54,159.4,19.76
195.0,178.5,285.0,0.24,0.69,1.33,159.9,19.79
195.0,179.8,290.0,0.31,0.85,1.77,150.1,19.81
195.0,182.1,295.0,0.16,0.71,1.37,160.0,19.84
195.0,174.0,300.0,0.31,0.9,1.79,161.1,19.87
195.0,176.5,305.0,0.28,0.78,1.55,158.3,19.9
195.0,174.4,310.0,0.2,0.68,1.34,160.6,19.93
195.0,176.0,315.0,0.18,0.7,1.35,160.1,19.95
195.0,170.2,320.0,0.17,0.87,1.66,161.9,19.98
195.0,178.4,325.0,0.36,0.85,1.88,157.3,20.01
195.0,171.7,330.0,0.25,0.8,1.47,162.3,20.04
195.0,180.0,335.0,0.31,0.75,1.31,157.3,20.07
195.0,172.2,340.0,0.27,0.78,1.44,161.5,20.09
195.0,176.3,345.0,0.29,0.94,1.79,158.2,20.12
195.0,180.0,350.0,0.35,0.79,1.37,153.4,20.15
195.0,175.7,355.0,0.25,0.82,1.54,160.9,20.18
195.0,177.9,360.0,0.31,0.89,1.71,163.2,20.21
195.0,178.1,365.0,0.19,0.66,1.21,159.6,20.23
195.0,169.5,370.0,0.37,0.97,2.32,156.7,20.26
195.0,174.5,375.0,0.15,0.72,1.4,160.7,20.29
195.0,165.2,380.0,0.21,0.78,2.18,121.8,20.32
195.0,165.6,385.0,0.33,0.97,2.09,156.9,20.34
195.0,172.9,390.0,0.32,0.86,1.72,161.5,20.37
195.0,175.0,395.0,0.22,0.67,1.31,162.1,20.4
195.0,170.9,400.0,0.17,0.7,1.28,161.5,20.43
200.0,141.8,10.0,0.14,1.22,2.27,121.1,18.01
200.0,135.8,15.0,0.14,0.76,2.32,104.8,18.06
200.0,149.6,20.0,0.15,0.46,0.68,145.6,18.1
200.0,155.4,25.0,0.09,0.36,0.66,153.2,18.14
200.0,156.6,30.0,0.18,0.47,2.13,118.8,18.17
200.0,162.0,35.0,0.15,0.53,2.24,121.1,18.21
200.0,165.0,40.0,0.14,0.43,0.91,161.3,18.25
200.0,171.0,45.0,0.22,0.55,2.33,124.4,18.28
200.0,166.0,50.0,0.15,0.58,1.03,161.8,18.32
200.0,161.0,55.0,0.2,0.6,2.46,121.1,18.35
200.0,169.9,60.0,0.23,0.67,2.34,124.3,18.39
200.0,167.4,65.0,0.17,0.56,2.28,125.3,18.42
200.0,167.8,70.0,0.13,0.71,2.39,124.8,18.46
200.0,171.3,75.0,0.24,0.71,2.29,127.2,18.49
200.0,174.1,80.0,0.25,0.73,2.08,131.1,18.52
200.0,173.8,85.0,0.32,0.86,2.44,130.9,18.56
200.0,169.3,90.0,0.19,0.75,2.07,127.1,18.59
200.0,180.2,95.0,0.28,0.72,2.11,135.4,18.62
200.0,178.7,100.0,0.15,0.69,1.38,173.9,18.66
200.0,183.0,105.0,0.29,0.76,2.16,135.9,18.69
200.0,170.7,110.0,0.29,1.01,2.0,157.6,18.72
200.0,169.3,115.0,0.26,0.83,1.8,160.3,18.76
200.0,171.9,120.0,0.17,0.73,1.18,158.2,18.79
200.0,175.0,125.0,0.27,0.74,1.35,161.6,18.82
200.0,173.8,130.0,0.17,0.73,1.31,159.1,18.85
200.0,172.9,135.0,0.21,0.77,1.37,159.8,18.89
200.0,170.9,140.0,0.22,0.74,1.31,162.5,18.92
200.0,172.8,145.0,0.21,0.76,1.31,157.4,18.95
200.0,173.1,150.0,0.28,0.78,1.41,159.3,18.98
200.0,170.4,155.0,0.33,0.8,1.59,160.8,19.02
200.0,177.9,160.0,0.16,0.65,1.21,162.9,19.05
200.0,174.7,165.0,0.43,0.82,1.49,159.6,19.08
200.0,175.0,170.0,0.39,0.81,1.47,157.9,19.11
200.0,178.7,175.0,0.24,0.7,1.29,158.0,19.14
200.0,171.9,180.0,0.18,0.95,1.97,158.0,19.17
200.0,176.4,185.0,0.21,0.73,1.22,159.8,19.2
200.0,180.7,190.0,0.23,0.69,1.35,159.6,19.23
200.0,177.5,195.0,0.38,0.8,1.42,156.8,19.26
200.0,181.1,200.0,0.35,0.79,1.54,155.2,19.29
200.0,178.5,205.0,0.19,0.71,1.34,161.3,19.32
200.0,175.0,210.0,0.25,0.76,1.48,162.3,19.35
200.0,174.8,215.0,0.18,0.78,1.41,157.1,19.38
200.0,176.5,220.0,0.33,0.9,1.78,159.9,19.41
200.0,177.8,225.0,0.3,0.79,1.4,158.5,19.44
200.0,172.6,230.0,0.31,0.77,1.52,159.5,19.47
200.0,178.3,235.0,0.16,0.69,1.21,161.0,19.5
200.0,179.9,240.0,0.24,0.74,1.3,159.2,19.53
200.0,182.2,245.0,0.29,0.72,1.34,159.9,19.56
200.0,169.7,250.0,0.22,0.95,2.09,157.5,19.59
200.0,177.1,255.0,0.37,0.79,1.44,158.8,19.62
200.0,174.8,260.0,0.19,0.86,1.52,161.6,19.65
200.0,173.9,265.0,0.39,0.79,1.43,158.2,19.67
