Set Send Rates,Send Rates,Block Size,Min Latency,Avg Latency,Max Latency,Throughput,CPU Usage (%)
10.0,10.0,10.0,0.03,0.31,0.6,10.0,16.57
10.0,10.0,15.0,0.04,0.6,2.06,9.9,16.61
10.0,10.0,20.0,0.04,0.82,1.64,10.0,16.64
10.0,10.0,25.0,0.04,1.14,2.1,9.9,16.67
10.0,10.0,30.0,0.05,1.1,2.16,9.8,16.7
10.0,10.0,35.0,0.05,1.12,2.18,9.8,16.74
10.0,10.0,40.0,0.06,1.15,2.14,9.9,16.77
10.0,10.0,45.0,0.05,1.12,2.18,10.0,16.8
10.0,10.0,50.0,0.05,1.13,2.15,9.9,16.83
10.0,10.0,55.0,0.05,1.12,2.17,10.0,16.86
10.0,10.0,60.0,0.05,1.13,2.2,9.8,16.88
10.0,10.0,65.0,0.04,1.09,2.11,9.9,16.91
10.0,10.0,70.0,0.06,1.16,2.12,9.9,16.93
10.0,10.0,75.0,0.05,1.08,2.14,9.8,16.95
10.0,10.0,80.0,0.05,1.11,2.14,10.0,16.97
10.0,10.0,85.0,0.04,1.11,2.16,9.9,16.99
10.0,10.0,90.0,0.04,1.13,2.17,10.0,17.02
10.0,10.0,95.0,0.05,1.12,2.17,9.9,17.04
10.0,10.0,100.0,0.05,1.16,2.16,9.9,17.06
10.0,10.0,105.0,0.05,1.12,2.14,9.8,17.08
10.0,10.0,110.0,0.05,1.14,2.16,9.9,17.1
10.0,10.0,115.0,0.05,1.09,2.18,9.8,17.12
10.0,10.0,120.0,0.05,1.13,2.1,10.0,17.15
10.0,10.0,125.0,0.05,1.15,2.14,9.9,17.17
10.0,10.0,130.0,0.06,1.14,2.17,9.8,17.19
10.0,10.0,135.0,0.05,1.15,2.16,9.9,17.21
10.0,10.0,140.0,0.05,1.12,2.17,9.9,17.23
10.0,10.0,145.0,0.05,1.13,2.18,9.8,17.25
10.0,10.0,150.0,0.05,1.11,2.15,9.8,17.27
10.0,10.0,155.0,0.05,1.14,2.19,10.0,17.29
10.0,10.0,160.0,0.05,1.11,2.19,9.8,17.31
10.0,10.0,165.0,0.05,1.14,2.17,9.9,17.33
10.0,10.0,170.0,0.05,1.13,2.16,9.9,17.35
10.0,10.0,175.0,0.05,1.12,2.16,9.9,17.37
10.0,10.0,180.0,0.05,1.1,2.18,9.9,17.39
10.0,10.0,185.0,0.05,1.13,2.14,9.9,17.41
10.0,10.0,190.0,0.05,1.11,2.13,10.0,17.43
10.0,10.0,195.0,0.05,1.1,2.19,9.9,17.44
10.0,10.0,200.0,0.05,1.14,2.12,10.0,17.46
10.0,10.0,205.0,0.05,1.12,2.17,9.9,17.48
10.0,10.0,210.0,0.05,1.11,2.13,9.9,17.5
10.0,10.0,215.0,0.05,1.12,2.19,9.9,17.52
10.0,10.0,220.0,0.05,1.11,2.14,9.9,17.54
10.0,10.0,225.0,0.05,1.12,2.16,9.9,17.56
10.0,10.0,230.0,0.05,1.12,2.15,9.8,17.57
10.0,10.0,235.0,0.05,1.13,2.15,10.0,17.59
10.0,10.0,240.0,0.05,1.13,2.18,9.8,17.61
10.0,10.0,245.0,0.05,1.11,2.17,9.8,17.63
10.0,10.0,250.0,0.05,1.1,2.17,10.0,17.65
10.0,10.0,255.0,0.05,1.13,2.15,9.9,17.66
10.0,10.0,260.0,0.05,1.1,2.15,9.8,17.68
10.0,10.0,265.0,0.05,1.12,2.14,9.9,17.7
10.0,10.0,270.0,0.05,1.12,2.17,9.8,17.72
10.0,10.0,275.0,0.05,1.14,2.13,9.8,17.73
10.0,10.0,280.0,0.05,1.14,2.14,9.9,17.75
10.0,10.0,285.0,0.05,1.1,2.16,10.0,17.77
10.0,10.0,290.0,0.05,1.14,2.18,9.8,17.79
10.0,10.0,295.0,0.05,1.1,2.15,10.0,17.8
10.0,10.0,300.0,0.05,1.11,2.18,9.9,17.82
10.0,10.0,305.0,0.04,1.14,2.15,9.9,17.84
10.0,10.0,310.0,0.05,1.12,2.14,9.9,17.87
10.0,10.0,315.0,0.05,1.13,2.16,9.8,17.88
10.0,10.0,320.0,0.04,1.12,2.16,9.9,17.9
10.0,10.0,325.0,0.05,1.11,2.15,9.9,17.92
10.0,10.0,330.0,0.05,1.16,2.15,9.8,17.94
10.0,10.0,335.0,0.05,1.11,2.16,9.9,17.96
10.0,10.0,340.0,0.05,1.13,2.16,10.0,17.98
10.0,10.0,345.0,0.05,1.12,2.2,9.9,18.0
10.0,10.0,350.0,0.05,1.1,2.18,9.9,18.02
10.0,10.0,355.0,0.05,1.11,2.13,9.9,18.04
10.0,10.0,360.0,0.05,1.11,2.17,9.8,18.06
10.0,10.0,365.0,0.05,1.1,2.16,9.9,18.08
10.0,10.0,370.0,0.05,1.11,2.15,10.0,18.09
10.0,10.0,375.0,0.05,1.13,2.15,9.9,18.11
10.0,10.0,380.0,0.05,1.15,2.14,9.8,18.12
10.0,10.0,385.0,0.05,1.16,2.2,9.9,18.14
10.0,10.0,390.0,0.05,1.09,2.15,9.9,18.15
10.0,10.0,395.0,0.05,1.07,2.17,9.9,18.17
10.0,10.0,400.0,0.05,1.14,2.16,9.9,18.18
15.0,15.0,10.0,0.03,0.26,0.54,15.0,16.57
15.0,15.1,15.0,0.04,0.44,2.04,14.7,16.61
15.0,15.1,20.0,0.04,0.59,1.14,15.0,16.64
15.0,15.0,25.0,0.05,0.77,1.55,15.0,16.67
15.0,15.1,30.0,0.05,0.94,2.1,14.7,16.7
15.0,15.1,35.0,0.07,1.13,2.12,14.8,16.74
15.0,15.1,40.0,0.07,1.13,2.18,14.7,16.77
15.0,15.1,45.0,0.06,1.1,2.19,15.0,16.8
15.0,15.1,50.0,0.07,1.13,2.2,15.0,16.83
15.0,15.1,55.0,0.06,1.11,2.19,14.8,16.86
15.0,15.1,60.0,0.06,1.12,2.17,14.9,16.88
15.0,15.1,65.0,0.07,1.11,2.17,14.9,16.9
15.0,15.1,70.0,0.06,1.13,2.17,14.7,16.93
15.0,15.1,75.0,0.07,1.15,2.18,15.1,16.95
15.0,15.1,80.0,0.06,1.11,2.17,14.9,16.97
15.0,15.1,85.0,0.06,1.13,2.16,15.1,16.99
15.0,15.1,90.0,0.06,1.12,2.21,14.6,17.02
15.0,15.1,95.0,0.06,1.13,2.19,15.0,17.04
15.0,15.1,100.0,0.07,1.13,2.19,14.6,17.06
15.0,15.1,105.0,0.06,1.1,2.17,14.9,17.08
15.0,15.1,110.0,0.06,1.13,2.16,14.6,17.1
15.0,15.1,115.0,0.07,1.13,2.19,14.9,17.12
15.0,15.1,120.0,0.07,1.12,2.19,14.6,17.15
15.0,15.1,125.0,0.06,1.12,2.17,14.7,17.17
15.0,15.1,130.0,0.06,1.11,2.2,14.8,17.19
15.0,15.1,135.0,0.07,1.12,2.17,14.9,17.21
15.0,15.1,140.0,0.07,1.13,2.16,15.0,17.23
15.0,15.1,145.0,0.06,1.12,2.17,15.0,17.25
15.0,15.0,150.0,0.06,1.1,2.2,14.7,17.27
15.0,15.1,155.0,0.06,1.12,2.17,14.6,17.29
15.0,15.1,160.0,0.06,1.14,2.15,14.9,17.31
15.0,15.1,165.0,0.06,1.12,2.19,14.6,17.33
15.0,15.1,170.0,0.06,1.12,2.15,14.6,17.35
15.0,15.1,175.0,0.06,1.13,2.19,14.8,17.37
15.0,15.1,180.0,0.06,1.13,2.17,15.0,17.39
15.0,15.1,185.0,0.06,1.12,2.19,14.9,17.41
15.0,15.1,190.0,0.07,1.12,2.2,14.9,17.42
15.0,15.1,195.0,0.06,1.1,2.17,14.6,17.44
15.0,15.1,200.0,0.06,1.12,2.13,14.6,17.46
15.0,15.1,205.0,0.06,1.11,2.21,14.7,17.48
15.0,15.1,210.0,0.06,1.13,2.17,15.0,17.5
15.0,15.1,215.0,0.06,1.1,2.2,15.0,17.52
15.0,15.1,220.0,0.06,1.11,2.2,15.0,17.54
15.0,15.1,225.0,0.06,1.11,2.19,14.6,17.56
15.0,15.1,230.0,0.06,1.12,2.2,14.6,17.57
15.0,15.0,235.0,0.06,1.1,2.17,14.7,17.59
15.0,15.1,240.0,0.07,1.13,2.18,14.6,17.61
15.0,15.1,245.0,0.06,1.13,2.15,14.8,17.63
15.0,15.0,250.0,0.06,1.12,2.15,14.7,17.65
15.0,15.1,255.0,0.07,1.13,2.16,14.9,17.66
15.0,15.1,260.0,0.07,1.1,2.16,14.7,17.68
15.0,15.1,265.0,0.06,1.14,2.17,14.8,17.7
15.0,15.1,270.0,0.06,1.1,2.15,14.6,17.72
15.0,15.1,275.0,0.06,1.13,2.17,14.6,17.73
15.0,15.0,280.0,0.06,1.1,2.18,14.7,17.75
15.0,15.1,285.0,0.06,1.12,2.17,14.7,17.77
15.0,15.1,290.0,0.07,1.16,2.15,15.1,17.79
15.0,15.0,295.0,0.06,1.12,2.21,15.0,17.8
15.0,15.1,300.0,0.06,1.13,2.16,14.6,17.82
15.0,15.1,305.0,0.06,1.11,2.19,14.6,17.84
15.0,15.1,310.0,0.06,1.1,2.19,15.0,17.86
15.0,15.1,315.0,0.06,1.12,2.16,14.6,17.88
15.0,15.1,320.0,0.07,1.11,2.16,14.7,17.9
15.0,15.1,325.0,0.06,1.11,2.17,14.8,17.92
15.0,15.0,330.0,0.06,1.12,2.18,14.7,17.94
15.0,15.1,335.0,0.07,1.11,2.16,14.6,17.96
15.0,15.1,340.0,0.07,1.11,2.13,14.7,17.98
15.0,15.1,345.0,0.06,1.14,2.18,14.6,18.0
15.0,15.0,350.0,0.06,1.12,2.19,15.0,18.02
15.0,15.1,355.0,0.06,1.14,2.18,14.7,18.04
15.0,15.1,360.0,0.07,1.12,2.19,15.0,18.06
15.0,15.1,365.0,0.06,1.13,2.15,14.8,18.07
15.0,15.1,370.0,0.06,1.15,2.17,14.6,18.09
15.0,15.0,375.0,0.06,1.13,2.19,14.6,18.11
15.0,15.1,380.0,0.07,1.13,2.17,14.7,18.12
15.0,15.1,385.0,0.07,1.13,2.15,14.9,18.14
15.0,15.1,390.0,0.06,1.11,2.17,15.0,18.15
15.0,15.1,395.0,0.07,1.16,2.17,15.0,18.17
15.0,15.1,400.0,0.06,1.13,2.18,15.0,18.18
20.0,20.1,10.0,0.04,0.2,0.39,20.1,16.57
20.0,20.1,15.0,0.04,0.36,2.08,19.4,16.61
20.0,20.1,20.0,0.04,0.46,0.88,20.1,16.64
20.0,20.1,25.0,0.05,0.6,1.16,20.0,16.67
20.0,20.1,30.0,0.06,0.73,2.07,19.4,16.7
20.0,20.1,35.0,0.06,0.87,2.07,19.6,16.74
20.0,20.1,40.0,0.06,0.98,1.91,20.0,16.77
20.0,20.1,45.0,0.07,1.11,2.13,19.4,16.8
20.0,20.1,50.0,0.07,1.12,2.25,19.4,16.83
20.0,20.1,55.0,0.08,1.13,2.18,19.9,16.86
20.0,20.1,60.0,0.07,1.12,2.16,19.4,16.88
20.0,20.1,65.0,0.07,1.15,2.18,19.6,16.91
20.0,20.1,70.0,0.07,1.12,2.22,19.9,16.93
20.0,20.1,75.0,0.08,1.12,2.17,20.0,16.95
20.0,20.1,80.0,0.07,1.13,2.21,19.3,16.97
20.0,20.1,85.0,0.08,1.09,2.17,19.4,16.99
20.0,20.1,90.0,0.07,1.11,2.18,19.5,17.02
20.0,20.1,95.0,0.07,1.11,2.18,19.3,17.04
20.0,20.1,100.0,0.08,1.11,2.17,19.3,17.06
20.0,20.1,105.0,0.08,1.16,2.2,19.3,17.08
20.0,20.1,110.0,0.08,1.11,2.17,19.5,17.1
20.0,20.1,115.0,0.07,1.14,2.19,19.4,17.12
20.0,20.1,120.0,0.07,1.12,2.2,19.3,17.14
20.0,20.1,125.0,0.08,1.12,2.18,19.4,17.17
20.0,20.1,130.0,0.07,1.13,2.19,19.5,17.19
20.0,20.1,135.0,0.08,1.13,2.18,19.4,17.2
20.0,20.1,140.0,0.07,1.12,2.2,19.4,17.23
20.0,20.1,145.0,0.08,1.14,2.19,19.3,17.25
20.0,20.1,150.0,0.08,1.12,2.22,19.4,17.27
20.0,20.0,155.0,0.07,1.11,2.21,19.3,17.29
20.0,20.1,160.0,0.07,1.11,2.17,19.4,17.31
20.0,20.0,165.0,0.08,1.11,2.23,20.0,17.33
20.0,20.1,170.0,0.07,1.12,2.21,19.5,17.35
20.0,20.1,175.0,0.08,1.15,2.16,19.5,17.37
20.0,20.1,180.0,0.08,1.13,2.19,19.4,17.39
20.0,20.1,185.0,0.08,1.13,2.22,19.4,17.4
20.0,20.1,190.0,0.07,1.11,2.19,19.3,17.43
20.0,20.1,195.0,0.08,1.11,2.16,19.5,17.44
20.0,20.1,200.0,0.07,1.12,2.17,19.5,17.46
20.0,20.1,205.0,0.07,1.11,2.23,19.4,17.48
20.0,20.1,210.0,0.07,1.14,2.17,19.5,17.5
20.0,20.1,215.0,0.07,1.14,2.19,19.6,17.52
20.0,20.1,220.0,0.07,1.13,2.17,19.3,17.54
20.0,20.1,225.0,0.07,1.1,2.23,19.4,17.56
20.0,20.1,230.0,0.07,1.12,2.19,19.6,17.57
20.0,20.1,235.0,0.07,1.12,2.21,19.4,17.59
20.0,20.1,240.0,0.07,1.12,2.21,19.3,17.61
20.0,20.1,245.0,0.07,1.12,2.21,19.3,17.63
20.0,20.1,250.0,0.07,1.11,2.2,19.5,17.65
20.0,20.1,255.0,0.07,1.12,2.2,19.3,17.66
20.0,20.0,260.0,0.08,1.12,2.19,19.3,17.68
20.0,20.1,265.0,0.07,1.12,2.22,19.5,17.7
20.0,20.1,270.0,0.07,1.1,2.18,19.4,17.72
20.0,20.1,275.0,0.08,1.11,2.16,19.4,17.73
20.0,20.1,280.0,0.07,1.11,2.18,19.3,17.75
20.0,20.1,285.0,0.07,1.13,2.18,19.4,17.77
20.0,20.1,290.0,0.07,1.14,2.18,19.6,17.78
20.0,20.1,295.0,0.07,1.12,2.18,19.5,17.8
20.0,20.1,300.0,0.07,1.11,2.17,19.5,17.82
20.0,20.1,305.0,0.08,1.13,2.19,19.4,17.84
20.0,20.1,310.0,0.08,1.14,2.19,19.4,17.86
20.0,20.1,315.0,0.07,1.12,2.2,19.5,17.88
20.0,20.1,320.0,0.08,1.12,2.22,19.3,17.9
20.0,20.1,325.0,0.08,1.14,2.17,19.4,17.92
20.0,20.1,330.0,0.08,1.16,2.18,19.4,17.94
20.0,20.1,335.0,0.08,1.15,2.2,19.4,17.96
20.0,20.1,340.0,0.08,1.11,2.21,19.3,17.98
20.0,20.1,345.0,0.07,1.12,2.21,19.4,18.0
20.0,20.1,350.0,0.08,1.12,2.18,20.0,18.02
20.0,20.1,355.0,0.08,1.11,2.21,19.4,18.04
20.0,20.1,360.0,0.06,1.1,2.17,20.0,18.06
20.0,20.1,365.0,0.08,1.14,2.19,19.4,18.07
20.0,20.1,370.0,0.07,1.1,2.19,19.5,18.09
20.0,20.1,375.0,0.08,1.14,2.18,19.4,18.11
20.0,20.1,380.0,0.07,1.13,2.19,19.3,18.12
20.0,20.1,385.0,0.07,1.12,2.18,19.6,18.14
20.0,20.1,390.0,0.07,1.12,2.2,19.4,18.15
20.0,20.1,395.0,0.07,1.12,2.19,19.5,18.17
20.0,20.1,400.0,0.07,1.11,2.17,19.3,18.18
25.0,25.1,10.0,0.03,0.17,0.33,25.1,16.57
25.0,25.1,15.0,0.04,0.29,2.08,24.0,16.61
25.0,25.1,20.0,0.05,0.39,0.73,25.1,16.64
25.0,25.1,25.0,0.05,0.5,0.95,25.0,16.67
25.0,25.1,30.0,0.06,0.65,2.07,24.0,16.7
25.0,25.1,35.0,0.06,0.72,2.07,24.2,16.74
25.0,25.1,40.0,0.07,0.8,1.54,25.1,16.77
25.0,25.1,45.0,0.07,0.93,2.06,24.0,16.8
25.0,25.1,50.0,0.08,1.02,2.02,25.0,16.83
25.0,25.1,55.0,0.08,1.14,2.21,24.0,16.86
25.0,25.1,60.0,0.09,1.13,2.17,24.4,16.88
25.0,25.1,65.0,0.08,1.12,2.2,24.3,16.91
25.0,25.1,70.0,0.09,1.12,2.18,24.3,16.93
25.0,25.1,75.0,0.08,1.14,2.17,24.5,16.95
25.0,25.1,80.0,0.08,1.11,2.18,24.5,16.97
25.0,25.1,85.0,0.09,1.12,2.22,24.4,16.99
25.0,25.1,90.0,0.08,1.13,2.19,24.2,17.02
25.0,25.1,95.0,0.09,1.12,2.18,24.4,17.04
25.0,25.1,100.0,0.08,1.12,2.21,24.4,17.06
25.0,25.1,105.0,0.08,1.13,2.23,24.4,17.08
25.0,25.1,110.0,0.08,1.12,2.16,24.2,17.1
25.0,25.1,115.0,0.09,1.12,2.18,24.4,17.12
25.0,25.1,120.0,0.08,1.14,2.2,24.2,17.15
25.0,25.1,125.0,0.08,1.13,2.22,24.3,17.17
25.0,25.1,130.0,0.08,1.12,2.2,24.1,17.19
25.0,25.1,135.0,0.09,1.13,2.16,24.3,17.21
25.0,25.1,140.0,0.08,1.13,2.19,24.3,17.23
25.0,25.1,145.0,0.08,1.13,2.18,24.2,17.25
25.0,25.1,150.0,0.09,1.13,2.18,24.3,17.27
25.0,25.1,155.0,0.09,1.13,2.21,24.2,17.29
25.0,25.0,160.0,0.09,1.13,2.21,24.3,17.31
25.0,25.1,165.0,0.08,1.11,2.19,24.4,17.33
25.0,25.1,170.0,0.08,1.12,2.19,24.5,17.35
25.0,25.1,175.0,0.09,1.14,2.18,24.3,17.37
25.0,25.1,180.0,0.08,1.12,2.18,24.3,17.39
25.0,25.1,185.0,0.08,1.13,2.21,24.3,17.4
25.0,25.1,190.0,0.08,1.13,2.18,24.3,17.43
25.0,25.1,195.0,0.09,1.14,2.22,24.3,17.44
25.0,25.1,200.0,0.09,1.11,2.21,24.4,17.46
25.0,25.1,205.0,0.08,1.12,2.24,24.2,17.48
25.0,25.1,210.0,0.09,1.13,2.18,24.4,17.5
25.0,25.1,215.0,0.08,1.14,2.14,24.4,17.52
25.0,25.1,220.0,0.09,1.13,2.21,24.2,17.54
25.0,25.1,225.0,0.09,1.15,2.22,24.3,17.56
25.0,25.1,230.0,0.09,1.13,2.21,24.4,17.57
25.0,25.1,235.0,0.09,1.13,2.2,24.2,17.59
25.0,25.1,240.0,0.08,1.12,2.21,24.3,17.61
25.0,25.1,245.0,0.08,1.13,2.21,24.3,17.63
25.0,25.1,250.0,0.08,1.12,2.23,24.2,17.65
25.0,25.1,255.0,0.09,1.13,2.14,24.4,17.66
25.0,25.1,260.0,0.09,1.13,2.21,24.2,17.68
25.0,25.1,265.0,0.08,1.13,2.19,24.2,17.7
25.0,25.1,270.0,0.08,1.12,2.19,24.3,17.72
25.0,25.1,275.0,0.08,1.14,2.18,24.4,17.73
25.0,25.1,280.0,0.09,1.12,2.2,24.0,17.75
25.0,25.1,285.0,0.09,1.12,2.19,24.5,17.77
25.0,25.0,290.0,0.09,1.13,2.23,24.4,17.79
25.0,25.1,295.0,0.09,1.13,2.2,24.1,17.8
25.0,25.1,300.0,0.09,1.12,2.18,24.1,17.82
25.0,25.1,305.0,0.08,1.13,2.19,24.2,17.84
25.0,25.1,310.0,0.08,1.14,2.21,24.2,17.86
25.0,25.1,315.0,0.08,1.12,2.19,24.2,17.88
25.0,25.1,320.0,0.08,1.13,2.19,24.0,17.9
25.0,25.1,325.0,0.08,1.15,2.19,24.2,17.92
25.0,25.1,330.0,0.09,1.15,2.3,23.9,17.94
25.0,25.1,335.0,0.08,1.13,2.19,24.2,17.96
25.0,25.0,340.0,0.09,1.13,2.23,24.1,17.98
25.0,25.1,345.0,0.08,1.13,2.24,24.0,18.0
25.0,25.0,350.0,0.09,1.12,2.22,24.1,18.02
25.0,25.1,355.0,0.08,1.13,2.24,24.3,18.04
25.0,25.1,360.0,0.08,1.13,2.21,24.1,18.06
25.0,25.1,365.0,0.09,1.16,2.21,24.2,18.07
25.0,25.1,370.0,0.09,1.13,2.22,24.4,18.09
25.0,25.1,375.0,0.09,1.13,2.21,24.2,18.11
25.0,25.0,380.0,0.09,1.13,2.24,24.3,18.12
25.0,25.0,385.0,0.08,1.13,2.27,24.5,18.14
25.0,25.1,390.0,0.09,1.14,2.19,24.1,18.15
25.0,25.1,395.0,0.08,1.13,2.22,24.2,18.17
25.0,25.1,400.0,0.09,1.13,2.21,24.2,18.18
30.0,30.1,10.0,0.04,0.15,0.29,30.1,16.57
30.0,30.1,15.0,0.04,0.26,2.07,28.5,16.61
30.0,30.1,20.0,0.05,0.33,0.63,30.1,16.64
30.0,30.0,25.0,0.06,0.45,0.9,29.9,16.67
30.0,30.1,30.0,0.05,0.52,2.05,28.5,16.71
30.0,30.1,35.0,0.06,0.62,2.08,28.8,16.74
30.0,30.1,40.0,0.07,0.7,1.32,30.0,16.78
30.0,30.1,45.0,0.07,0.8,2.08,28.5,16.81
30.0,30.1,50.0,0.08,0.85,1.64,30.1,16.83
30.0,30.1,55.0,0.08,0.95,2.08,28.5,16.86
30.0,30.1,60.0,0.08,1.07,2.11,29.3,16.88
30.0,30.1,65.0,0.1,1.14,2.23,28.7,16.91
30.0,30.1,70.0,0.09,1.12,2.2,29.9,16.93
30.0,30.1,75.0,0.09,1.13,2.23,28.4,16.95
30.0,30.1,80.0,0.1,1.14,2.24,29.6,16.97
30.0,30.1,85.0,0.1,1.15,2.21,28.5,16.99
30.0,30.1,90.0,0.09,1.14,2.27,28.6,17.02
30.0,30.1,95.0,0.09,1.12,2.23,28.5,17.04
30.0,30.1,100.0,0.09,1.12,2.22,28.4,17.06
30.0,30.1,105.0,0.09,1.13,2.23,28.8,17.08
30.0,30.1,110.0,0.09,1.14,2.23,28.7,17.1
30.0,30.0,115.0,0.09,1.13,2.23,28.7,17.13
30.0,30.1,120.0,0.1,1.13,2.25,28.5,17.15
30.0,30.1,125.0,0.09,1.15,2.26,28.6,17.17
30.0,30.1,130.0,0.09,1.12,2.2,29.8,17.19
30.0,30.1,135.0,0.09,1.12,2.22,28.4,17.21
30.0,30.1,140.0,0.1,1.12,2.25,28.6,17.23
30.0,30.1,145.0,0.09,1.13,2.21,28.5,17.25
30.0,30.1,150.0,0.09,1.12,2.21,29.9,17.27
30.0,30.1,155.0,0.1,1.13,2.23,28.3,17.29
30.0,30.1,160.0,0.09,1.12,2.25,28.5,17.31
30.0,30.1,165.0,0.09,1.14,2.23,28.4,17.33
30.0,30.1,170.0,0.1,1.13,2.19,28.4,17.35
30.0,30.0,175.0,0.1,1.15,2.25,28.6,17.37
30.0,30.0,180.0,0.11,1.14,2.22,28.7,17.39
30.0,30.1,185.0,0.09,1.11,2.17,28.5,17.41
30.0,30.1,190.0,0.09,1.13,2.21,29.9,17.43
30.0,30.1,195.0,0.09,1.13,2.19,28.4,17.45
30.0,30.1,200.0,0.09,1.13,2.19,28.9,17.46
30.0,30.0,205.0,0.1,1.14,2.23,28.8,17.48
30.0,30.1,210.0,0.09,1.14,2.22,28.7,17.5
30.0,30.1,215.0,0.09,1.14,2.27,28.5,17.52
30.0,30.0,220.0,0.1,1.13,2.21,28.4,17.54
30.0,30.1,225.0,0.09,1.13,2.2,28.7,17.56
30.0,30.0,230.0,0.1,1.11,2.21,28.7,17.58
30.0,30.1,235.0,0.09,1.15,2.24,29.7,17.59
30.0,30.1,240.0,0.1,1.13,2.22,29.9,17.61
30.0,30.1,245.0,0.1,1.13,2.21,29.7,17.63
30.0,30.1,250.0,0.09,1.11,2.18,28.8,17.65
30.0,30.0,255.0,0.09,1.13,2.25,28.6,17.67
30.0,30.1,260.0,0.1,1.14,2.25,28.6,17.68
30.0,30.1,265.0,0.09,1.15,2.21,28.5,17.7
30.0,30.1,270.0,0.09,1.12,2.21,28.5,17.72
30.0,30.1,275.0,0.09,1.13,2.24,29.7,17.73
30.0,30.1,280.0,0.09,1.13,2.22,28.5,17.75
30.0,30.1,285.0,0.09,1.13,2.25,28.6,17.77
30.0,30.1,290.0,0.1,1.14,2.2,28.7,17.79
30.0,30.1,295.0,0.09,1.15,2.24,28.5,17.8
30.0,30.1,300.0,0.09,1.14,2.21,28.6,17.82
30.0,30.1,305.0,0.09,1.13,2.23,28.3,17.84
30.0,30.1,310.0,0.09,1.13,2.19,28.3,17.87
30.0,30.1,315.0,0.09,1.14,2.22,29.5,17.88
30.0,30.0,320.0,0.09,1.14,2.22,28.8,17.9
30.0,30.1,325.0,0.09,1.12,2.21,29.8,17.92
30.0,30.1,330.0,0.1,1.13,2.26,28.6,17.94
30.0,30.1,335.0,0.09,1.14,2.23,28.6,17.96
30.0,30.1,340.0,0.08,1.16,2.23,29.3,17.98
30.0,30.1,345.0,0.09,1.16,2.21,28.7,18.0
30.0,30.1,350.0,0.1,1.16,2.23,29.4,18.02
30.0,30.1,355.0,0.09,1.12,2.22,29.9,18.04
30.0,30.1,360.0,0.1,1.14,2.24,28.7,18.06
30.0,30.1,365.0,0.09,1.13,2.22,28.9,18.08
30.0,30.1,370.0,0.1,1.14,2.26,29.9,18.09
30.0,30.1,375.0,0.1,1.14,2.23,29.6,18.11
30.0,30.1,380.0,0.09,1.13,2.21,28.5,18.12
30.0,30.1,385.0,0.1,1.14,2.25,28.5,18.14
30.0,30.1,390.0,0.09,1.12,2.23,28.5,18.15
30.0,30.1,395.0,0.1,1.13,2.22,29.7,18.17
30.0,30.1,400.0,0.1,1.12,2.23,29.9,18.18
35.0,35.1,10.0,0.04,0.16,0.3,35.0,16.57
35.0,35.1,15.0,0.04,0.26,2.08,32.9,16.61
35.0,35.0,20.0,0.05,0.32,0.66,34.9,16.65
35.0,35.0,25.0,0.06,0.4,0.76,35.0,16.68
35.0,35.1,30.0,0.06,0.48,2.07,33.0,16.71
35.0,35.1,35.0,0.06,0.56,2.09,33.2,16.74
35.0,35.1,40.0,0.06,0.6,1.13,35.0,16.78
35.0,35.1,45.0,0.07,0.73,2.11,32.9,16.81
35.0,35.1,50.0,0.07,0.79,1.6,35.0,16.83
35.0,35.1,55.0,0.08,0.84,2.08,32.9,16.86
35.0,35.1,60.0,0.09,0.94,2.16,33.8,16.89
35.0,35.1,65.0,0.1,1.01,2.13,33.4,16.91
35.0,35.1,70.0,0.1,1.09,2.1,33.2,16.93
35.0,35.1,75.0,0.12,1.16,2.21,34.4,16.95
35.0,35.1,80.0,0.1,1.15,2.24,34.4,16.97
35.0,35.1,85.0,0.11,1.15,2.25,34.5,17.0
35.0,35.1,90.0,0.12,1.15,2.26,34.6,17.02
35.0,35.1,95.0,0.11,1.17,2.25,34.0,17.04
35.0,35.1,100.0,0.11,1.19,2.23,33.3,17.06
35.0,35.1,105.0,0.11,1.19,2.25,33.5,17.08
35.0,35.1,110.0,0.11,1.17,2.25,34.4,17.1
35.0,35.1,115.0,0.1,1.14,2.25,34.7,17.13
35.0,35.0,120.0,0.11,1.15,2.25,34.9,17.15
35.0,35.1,125.0,0.1,1.18,2.26,33.6,17.17
35.0,35.1,130.0,0.1,1.13,2.27,34.8,17.19
35.0,35.1,135.0,0.12,1.18,2.27,34.0,17.21
35.0,35.0,140.0,0.1,1.14,2.23,32.7,17.23
35.0,35.1,145.0,0.11,1.16,2.23,34.3,17.25
35.0,35.1,150.0,0.12,1.17,2.24,34.4,17.27
35.0,35.1,155.0,0.1,1.16,2.26,34.2,17.29
35.0,35.1,160.0,0.11,1.16,2.29,34.5,17.31
35.0,35.1,165.0,0.11,1.16,2.23,34.5,17.33
35.0,35.1,170.0,0.1,1.13,2.21,34.8,17.35
35.0,35.1,175.0,0.11,1.14,2.2,34.8,17.37
35.0,35.2,180.0,0.11,1.18,2.23,33.5,17.39
35.0,35.1,185.0,0.11,1.15,2.22,34.4,17.41
35.0,35.0,190.0,0.11,1.16,2.26,34.3,17.43
35.0,35.1,195.0,0.12,1.15,2.22,34.8,17.45
35.0,35.1,200.0,0.12,1.15,2.23,34.4,17.47
35.0,35.1,205.0,0.12,1.15,2.25,34.5,17.48
